No. Beds,No. Baths,Area,Type_n,Region_n,Sub-region_n,Price
3.0,2.0,1000.0,0,52,105,5000000
2.0,2.0,780.0,0,53,35,2730000
3.0,3.0,1250.0,0,15,440,7500000
3.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1482.0,0,37,379,10500000
2.0,2.0,800.0,0,22,88,3600000
3.0,2.0,1150.0,0,3,219,6900000
3.0,3.0,1375.0,0,10,262,9587500
3.0,3.0,1050.0,0,3,383,6500000
2.0,2.0,750.0,0,30,21,3600000
3.0,3.0,1275.0,0,12,209,5737500
3.0,3.0,2200.0,0,40,226,24000000
3.0,2.0,1000.0,0,22,47,5000000
4.0,3.0,2334.0,0,43,400,24500000
3.0,2.0,1093.0,0,45,208,5465000
3.0,3.0,1171.0,0,41,83,6440500
4.0,4.0,2166.0,0,6,52,12622800
3.0,3.0,1225.0,0,59,313,6125000
3.0,3.0,1720.0,0,66,357,13400000
3.0,3.0,1400.0,0,40,450,8400000
3.0,4.0,2000.0,0,66,372,21000000
5.0,4.0,3970.0,0,11,57,35145000
4.0,3.0,1700.0,0,40,284,7200000
3.0,3.0,1255.0,0,3,181,6247500
2.0,3.0,1100.0,0,3,221,5500000
3.0,3.0,1575.0,0,11,55,12500000
2.0,2.0,703.0,0,61,184,3515000
4.0,4.0,2100.0,0,11,52,16800000
4.0,4.0,1727.0,0,58,253,16406500
2.0,2.0,650.0,0,40,343,2200000
4.0,4.0,1876.0,0,6,52,11480800
4.0,5.0,2200.0,0,40,226,17500000
3.0,2.0,1050.0,0,15,440,6300000
3.0,4.0,1605.0,0,11,54,12000000
4.0,3.0,1550.0,0,43,65,6700000
2.0,2.0,750.0,0,40,348,3000000
3.0,3.0,2370.0,0,66,371,21000000
4.0,4.0,1450.0,0,3,219,7000000
5.0,4.0,3835.0,0,11,50,43000000
3.0,3.0,1350.0,0,66,350,9345000
3.0,4.0,1872.0,0,40,345,12500000
3.0,3.0,1105.0,0,38,81,8000000
3.0,3.0,1200.0,0,10,38,7200000
3.0,3.0,1620.0,0,53,36,7000000
2.0,2.0,820.0,0,10,262,4920000
4.0,4.0,3443.0,0,8,298,80000000
2.0,2.0,700.0,0,10,197,1645000
3.0,4.0,1550.0,0,44,293,13775000
3.0,4.0,1460.0,0,11,54,13000000
2.0,1.0,540.0,0,31,217,2300000
3.0,3.0,1500.0,0,10,100,6000000
3.0,3.0,1400.0,0,43,273,9520000
2.0,2.0,892.0,0,13,120,3500000
3.0,4.0,1680.0,0,11,48,11000000
3.0,3.0,1420.0,0,66,353,12000000
3.0,3.0,2184.0,3,51,367,11500000
3.0,3.0,1050.0,0,40,11,4500000
3.0,4.0,1900.0,0,58,183,13000000
3.0,4.0,1393.0,0,66,352,11000000
3.0,3.0,1250.0,0,23,194,5500000
3.0,3.0,1390.0,0,40,85,7665000
3.0,3.0,1200.0,0,40,284,5000000
3.0,4.0,1856.0,0,66,372,18500000
2.0,1.0,635.0,0,61,184,3175000
3.0,2.0,950.0,0,40,284,3825000
2.0,1.0,650.0,0,40,163,2500000
3.0,3.0,1200.0,0,30,411,4800000
3.0,3.0,2155.0,0,6,55,11600000
4.0,4.0,1700.0,0,43,419,13500000
3.0,3.0,2390.0,3,40,346,15936000
6.0,5.0,1750.0,0,40,413,7350000
2.0,2.0,650.0,0,40,85,3000000
3.0,3.0,1080.0,0,15,440,7000000
2.0,2.0,950.0,0,40,450,4500000
